时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:55:38.823,600984_1d_1761396938823,600984,1d,114.141.177.121,7709,国金,success,,16,0.120,2,14,Phase1
2025-10-25 20:55:39.026,600981_1d_1761396939026,600981,1d,219.143.41.38,7709,东兴,success,,16,0.324,2,5,Phase1
2025-10-25 20:55:39.410,600982_1m_1761396939410,600982,1m,114.28.171.4,7709,中银,success,,800,0.708,2,10,Phase1
2025-10-25 20:55:39.441,600979_5m_1761396939441,600979,5m,120.136.184.202,7709,东北,success,,5,0.739,2,0,Phase1
2025-10-25 20:55:39.446,600986_5m_1761396939446,600986,5m,114.28.171.123,7709,中泰,success,,5,0.743,2,21,Phase1
2025-10-25 20:55:39.451,600990_1d_1761396939451,600990,1d,1.192.125.3,7709,中原,success,,16,0.748,2,32,Phase1
2025-10-25 20:55:39.456,600986_1m_1761396939456,600986,1m,103.221.142.68,7709,国泰,success,,800,0.753,2,22,Phase1
2025-10-25 20:55:39.463,600989_5m_1761396939463,600989,5m,220.203.237.3,7709,东兴,success,,5,0.760,2,30,Phase1
2025-10-25 20:55:39.466,600988_5m_1761396939466,600988,5m,125.46.62.170,7709,中原,success,,5,0.763,2,27,Phase1
2025-10-25 20:55:39.475,600988_1m_1761396939475,600988,1m,123.125.108.102,7709,光大,success,,800,0.772,2,28,Phase1
2025-10-25 20:55:39.481,600989_1d_1761396939481,600989,1d,112.45.28.4,7709,华西,success,,16,0.778,2,29,Phase1
2025-10-25 20:55:39.483,600992_1d_1761396939483,600992,1d,115.159.68.13,7709,红塔,success,,16,0.780,2,35,Phase1
2025-10-25 20:55:39.487,600979_1m_1761396939487,600979,1m,218.78.132.214,7709,南京,success,,800,0.785,2,1,Phase1
2025-10-25 20:55:39.498,600988_1d_1761396939498,600988,1d,123.125.108.54,7709,东方,success,,16,0.795,2,26,Phase1
2025-10-25 20:55:39.502,600986_1d_1761396939502,600986,1d,113.57.31.38,7709,长江,success,,16,0.799,2,20,Phase1
2025-10-25 20:55:39.506,600983_5m_1761396939506,600983,5m,222.172.150.232,7709,太平洋,success,,5,0.803,2,12,Phase1
2025-10-25 20:55:39.509,600983_1d_1761396939509,600983,1d,120.237.21.11,7709,国投,success,,16,0.807,2,11,Phase1
2025-10-25 20:55:39.528,600985_1d_1761396939528,600985,1d,61.139.133.110,7709,东北,success,,16,0.825,2,17,Phase1
2025-10-25 20:55:39.543,600987_1m_1761396939543,600987,1m,103.251.85.92,7709,国泰,success,,800,0.840,2,25,Phase1
2025-10-25 20:55:39.551,600980_1d_1761396939551,600980,1d,125.46.92.4,7709,中原,success,,16,0.849,2,2,Phase1
2025-10-25 20:55:39.558,600982_1d_1761396939558,600982,1d,58.252.166.233,7709,华林,success,,16,0.856,2,8,Phase1
2025-10-25 20:55:39.564,600981_5m_1761396939564,600981,5m,222.180.170.163,7709,华林,success,,5,0.862,2,6,Phase1
2025-10-25 20:55:39.571,600985_5m_1761396939571,600985,5m,103.251.85.23,7709,国信,success,,5,0.868,2,18,Phase1
2025-10-25 20:55:39.579,600990_5m_1761396939579,600990,5m,115.238.90.165,7709,杭州电信主站J4,success,,5,0.876,2,33,Phase1
2025-10-25 20:55:39.587,600985_1m_1761396939587,600985,1m,116.57.224.5,7709,招商,success,,800,0.884,2,19,Phase1
2025-10-25 20:55:39.593,600993_1d_1761396939593,600993,1d,139.159.195.177,7709,国泰,success,,16,0.888,2,38,Phase1
2025-10-25 20:55:39.598,600984_1m_1761396939598,600984,1m,117.175.57.156,7709,国联,success,,800,0.895,2,16,Phase1
2025-10-25 20:55:39.600,600987_1d_1761396939600,600987,1d,139.9.90.169,7709,国泰,success,,16,0.897,2,23,Phase1
2025-10-25 20:55:39.608,600989_1m_1761396939608,600989,1m,47.107.23.229,7709,国海,success,,800,0.905,2,31,Phase1
2025-10-25 20:55:39.612,600992_5m_1761396939612,600992,5m,182.118.8.6,7709,国信,success,,5,0.909,2,36,Phase1
2025-10-25 20:55:39.624,600981_1m_1761396939624,600981,1m,42.63.155.132,7709,南京,success,,800,0.922,2,7,Phase1
2025-10-25 20:55:39.630,600990_1m_1761396939630,600990,1m,116.211.121.102,7709,国泰,success,,800,0.927,2,34,Phase1
2025-10-25 20:55:39.635,600982_5m_1761396939635,600982,5m,61.139.133.16,7709,东北,success,,5,0.933,2,9,Phase1
2025-10-25 20:55:39.642,600980_1m_1761396939642,600980,1m,123.125.108.55,7709,方正,success,,800,0.940,2,4,Phase1
2025-10-25 20:55:39.649,600983_1m_1761396939649,600983,1m,123.125.108.92,7709,兴业,success,,800,0.946,2,13,Phase1
2025-10-25 20:55:39.658,600987_5m_1761396939658,600987,5m,120.232.150.198,7709,申万宏源,success,,5,0.955,2,24,Phase1
2025-10-25 20:55:39.666,600992_1m_1761396939666,600992,1m,61.147.174.2,7709,中信,success,,800,0.963,2,37,Phase1
2025-10-25 20:55:39.673,600980_5m_1761396939673,600980,5m,101.230.126.41,7709,国投,success,,5,0.971,2,3,Phase1
2025-10-25 20:55:39.704,600984_5m_1761396939704,600984,5m,119.97.142.166,7709,长江,timeout,请求超时0.5s,0,1.001,2,15,Phase1
2025-10-25 20:55:39.875,601000_1d_1761396939875,601000,1d,114.141.177.121,7709,国金,success,,16,0.626,2,14,Phase1
2025-10-25 20:55:39.981,601100_1d_1761396939981,601100,1d,114.28.171.123,7709,中泰,success,,16,0.500,2,21,Phase1
2025-10-25 20:55:39.990,601100_1m_1761396939990,601100,1m,1.192.125.3,7709,中原,success,,800,0.509,2,32,Phase1
2025-10-25 20:55:39.994,601106_1d_1761396939994,601106,1d,125.46.62.170,7709,中原,success,,16,0.451,2,27,Phase1
2025-10-25 20:55:40.001,601098_1d_1761396940001,601098,1d,114.28.171.4,7709,中银,success,,16,0.520,2,10,Phase1
2025-10-25 20:55:40.013,601099_5m_1761396940013,601099,5m,120.136.184.202,7709,东北,success,,5,0.532,2,0,Phase1
2025-10-25 20:55:40.017,601101_1m_1761396940017,601101,1m,220.203.237.3,7709,东兴,success,,800,0.530,2,30,Phase1
2025-10-25 20:55:40.032,601101_5m_1761396940032,601101,5m,103.221.142.68,7709,国泰,success,,5,0.549,2,22,Phase1
