时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:55:39.972,601279_1d_1761396939972,601279,1d,183.201.253.78,7709,中泰,success,,16,0.129,5,22,Phase1
2025-10-25 20:55:40.248,601231_5m_1761396940248,601231,5m,223.112.100.140,7709,长城,success,,5,0.405,5,11,Phase1
2025-10-25 20:55:40.326,601231_1d_1761396940326,601231,1d,183.201.231.84,7709,中信,success,,16,0.483,5,10,Phase1
2025-10-25 20:55:40.351,601326_5m_1761396940351,601326,5m,1.192.125.2,7709,中原,success,,5,0.506,5,38,Phase1
2025-10-25 20:55:40.357,601238_1d_1761396940357,601238,1d,120.253.221.207,7709,中信,success,,16,0.514,5,19,Phase1
2025-10-25 20:55:40.366,601228_1d_1761396940366,601228,1d,123.125.108.60,7709,东兴,success,,16,0.523,5,4,Phase1
2025-10-25 20:55:40.371,601311_1m_1761396940371,601311,1m,103.221.142.67,7709,国泰,success,,800,0.527,5,31,Phase1
2025-10-25 20:55:40.379,601229_1m_1761396940379,601229,1m,114.141.177.123,7709,方正,success,,800,0.536,5,9,Phase1
2025-10-25 20:55:40.387,601233_5m_1761396940387,601233,5m,222.169.229.75,7709,东北,success,,5,0.544,5,14,Phase1
2025-10-25 20:55:40.392,601298_1d_1761396940392,601298,1d,124.95.141.7,7709,申万宏源,success,,16,0.548,5,27,Phase1
2025-10-25 20:55:40.726,601298_5m_1761396940726,601298,5m,123.125.28.66,7709,东兴,success,,5,0.882,5,28,Phase1
2025-10-25 20:55:40.747,601226_5m_1761396940747,601226,5m,222.90.136.117,7709,西部,success,,5,0.904,5,1,Phase1
2025-10-25 20:55:40.751,601231_1m_1761396940751,601231,1m,123.125.108.101,7709,银河,success,,800,0.908,5,12,Phase1
2025-10-25 20:55:40.758,601228_5m_1761396940759,601228,5m,221.11.55.179,7709,西部,success,,5,0.915,5,5,Phase1
2025-10-25 20:55:40.766,601288_1d_1761396940766,601288,1d,119.97.164.184,7709,国泰,success,,16,0.923,5,24,Phase1
2025-10-25 20:55:40.771,601229_1d_1761396940771,601229,1d,120.232.150.196,7709,申万宏源,success,,16,0.928,5,7,Phase1
2025-10-25 20:55:40.776,601233_1d_1761396940777,601233,1d,111.203.134.118,7709,银河,success,,16,0.933,5,13,Phase1
2025-10-25 20:55:40.783,601238_5m_1761396940783,601238,5m,111.47.210.141,7709,长江,success,,5,0.940,5,20,Phase1
2025-10-25 20:55:40.792,601279_5m_1761396940792,601279,5m,148.70.111.63,7709,国泰,success,,5,0.949,5,23,Phase1
2025-10-25 20:55:40.807,601236_1m_1761396940807,601236,1m,183.236.222.75,7709,中信,success,,800,0.964,5,18,Phase1
2025-10-25 20:55:40.821,601228_1m_1761396940821,601228,1m,183.134.208.103,7709,浙商,success,,800,0.978,5,6,Phase1
2025-10-25 20:55:40.835,601288_5m_1761396940835,601288,5m,117.34.114.13,7709,国泰君安,success,,5,0.992,5,25,Phase1
2025-10-25 20:55:40.842,601326_1d_1761396940842,601326,1d,139.9.52.158,7709,国泰,success,,16,0.998,5,37,Phase1
2025-10-25 20:55:40.858,601319_1m_1761396940858,601319,1m,109.244.73.84,7709,国泰,success,,800,1.014,5,36,Phase1
2025-10-25 20:55:40.865,601311_5m_1761396940865,601311,5m,183.224.82.232,7709,太平洋,success,,5,1.021,5,30,Phase1
2025-10-25 20:55:40.870,601225_1m_1761396940870,601225,1m,220.248.233.5,7709,国元,success,,800,1.027,5,0,Phase1
2025-10-25 20:55:40.875,601238_1m_1761396940875,601238,1m,116.128.210.179,7709,国盛,success,,800,1.032,5,21,Phase1
2025-10-25 20:55:40.900,601229_5m_1761396940900,601229,5m,117.185.5.19,7709,国盛,success,,5,1.057,5,8,Phase1
2025-10-25 20:55:40.903,601288_1m_1761396940903,601288,1m,58.63.254.211,7709,天风,success,,800,1.059,5,26,Phase1
2025-10-25 20:55:40.914,601319_5m_1761396940914,601319,5m,117.175.57.166,7709,华西,success,,5,1.070,5,35,Phase1
2025-10-25 20:55:40.925,601236_1d_1761396940925,601236,1d,183.60.224.184,7709,广发,success,,16,1.082,5,16,Phase1
2025-10-25 20:55:40.931,601318_1d_1761396940931,601318,1d,39.170.87.73,7709,财通,success,,16,1.087,5,32,Phase1
2025-10-25 20:55:40.937,601318_1m_1761396940937,601318,1m,106.15.22.124,7709,信达,success,,800,1.093,5,33,Phase1
2025-10-25 20:55:40.942,601311_1d_1761396940942,601311,1d,101.226.11.206,7709,西南,success,,16,1.098,5,29,Phase1
2025-10-25 20:55:40.970,601226_1m_1761396940970,601226,1m,103.251.85.94,7709,国泰,success,,800,1.127,5,3,Phase1
2025-10-25 20:55:40.975,601319_1d_1761396940975,601319,1d,218.6.198.164,7709,华西,success,,16,1.131,5,34,Phase1
2025-10-25 20:55:40.981,601233_1m_1761396940981,601233,1m,119.97.164.189,7709,国泰,success,,800,1.138,5,15,Phase1
