时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:37:28.974,600166_1m_1761395848974,600166,1m,42.159.119.221,7709,华林,success,,800,0.164,5,20,Phase1
2025-10-25 20:37:29.074,600163_1d_1761395849074,600163,1d,103.251.85.94,7709,国泰,success,,16,0.265,5,12,Phase1
2025-10-25 20:37:29.089,600167_5m_1761395849089,600167,5m,111.13.112.206,7709,中信,success,,5,0.279,5,22,Phase1
2025-10-25 20:37:29.101,600170_1d_1761395849101,600170,1d,112.28.135.22,7709,华安,success,,16,0.291,5,30,Phase1
2025-10-25 20:37:29.108,600167_1m_1761395849108,600167,1m,183.195.147.74,7709,申万宏源,success,,800,0.298,5,23,Phase1
2025-10-25 20:37:29.113,600160_1d_1761395849113,600160,1d,103.251.85.209,7709,中信建投,success,,16,0.304,5,4,Phase1
2025-10-25 20:37:29.170,600161_1d_1761395849170,600161,1d,115.159.68.13,7709,红塔,success,,16,0.361,5,6,Phase1
2025-10-25 20:37:29.174,600162_5m_1761395849174,600162,5m,220.203.237.3,7709,东兴,success,,5,0.365,5,10,Phase1
2025-10-25 20:37:29.181,600170_5m_1761395849181,600170,5m,47.100.132.162,7709,招商,success,,5,0.371,5,31,Phase1
2025-10-25 20:37:29.185,600167_1d_1761395849185,600167,1d,114.247.168.187,7709,太平洋,success,,16,0.375,5,21,Phase1
2025-10-25 20:37:29.191,600162_1m_1761395849191,600162,1m,111.231.212.198,7709,光大,success,,800,0.382,5,11,Phase1
2025-10-25 20:37:29.195,600171_1d_1761395849195,600171,1d,119.97.164.189,7709,国泰,success,,16,0.385,5,33,Phase1
2025-10-25 20:37:29.199,600169_1d_1761395849199,600169,1d,61.139.133.110,7709,东北,success,,16,0.389,5,27,Phase1
2025-10-25 20:37:29.203,600166_5m_1761395849203,600166,5m,125.39.80.98,7709,长江,success,,5,0.394,5,19,Phase1
2025-10-25 20:37:29.209,600162_1d_1761395849209,600162,1d,119.97.142.166,7709,长江,success,,16,0.400,5,9,Phase1
2025-10-25 20:37:29.215,600165_1d_1761395849215,600165,1d,58.247.176.98,7709,东兴,success,,16,0.406,5,15,Phase1
2025-10-25 20:37:29.224,600163_1m_1761395849224,600163,1m,113.57.31.38,7709,长江,success,,800,0.415,5,14,Phase1
2025-10-25 20:37:29.233,600172_5m_1761395849233,600172,5m,183.201.231.88,7709,国信,success,,5,0.423,5,37,Phase1
2025-10-25 20:37:29.236,600170_1m_1761395849236,600170,1m,58.247.253.239,7709,首创,success,,800,0.426,5,32,Phase1
2025-10-25 20:37:29.238,600161_1m_1761395849238,600161,1m,61.139.133.17,7709,东北,success,,800,0.429,5,8,Phase1
2025-10-25 20:37:29.240,600159_5m_1761395849240,600159,5m,114.80.178.210,7709,东兴,success,,5,0.431,5,2,Phase1
2025-10-25 20:37:29.250,600168_5m_1761395849250,600168,5m,119.27.181.132,7709,红塔,success,,5,0.440,5,25,Phase1
2025-10-25 20:37:29.271,600168_1m_1761395849271,600168,1m,103.251.85.18,7709,国投,success,,800,0.460,5,26,Phase1
