时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:55:39.420,601005_5m_1761396939420,601005,5m,111.15.15.43,7709,中信,success,,5,0.379,7,10,Phase1
2025-10-25 20:55:39.520,601019_1d_1761396939520,601019,1d,120.195.71.156,7709,华泰,success,,16,0.477,7,37,Phase1
2025-10-25 20:55:39.546,601009_5m_1761396939546,601009,5m,122.96.107.243,7709,华泰,success,,5,0.505,7,20,Phase1
2025-10-25 20:55:39.559,601001_5m_1761396939559,601001,5m,182.118.47.155,7709,山西,success,,5,0.519,7,1,Phase1
2025-10-25 20:55:39.565,601002_5m_1761396939566,601002,5m,117.175.57.173,7709,中信建投,success,,5,0.525,7,4,Phase1
2025-10-25 20:55:39.574,601009_1d_1761396939574,601009,1d,221.130.121.45,7709,国元,success,,16,0.533,7,19,Phase1
2025-10-25 20:55:39.582,601001_1d_1761396939582,601001,1d,47.100.132.162,7709,招商,success,,16,0.542,7,2,Phase1
2025-10-25 20:55:39.589,601006_1m_1761396939589,601006,1m,223.83.138.37,7709,国盛,success,,800,0.548,7,14,Phase1
2025-10-25 20:55:39.633,601016_1d_1761396939633,601016,1d,103.221.142.73,7709,国泰,success,,16,0.592,7,32,Phase1
2025-10-25 20:55:39.637,601006_1d_1761396939637,601006,1d,124.28.196.98,7709,国海,success,,16,0.596,7,12,Phase1
2025-10-25 20:55:39.645,601003_5m_1761396939645,601003,5m,125.46.92.6,7709,中原,success,,5,0.604,7,7,Phase1
2025-10-25 20:55:39.655,601012_5m_1761396939655,601012,5m,119.27.181.132,7709,红塔,success,,5,0.614,7,28,Phase1
2025-10-25 20:55:39.663,601010_1d_1761396939663,601010,1d,116.239.25.227,7709,太平洋,success,,16,0.622,7,22,Phase1
2025-10-25 20:55:39.671,601016_5m_1761396939671,601016,5m,42.177.92.37,7709,中信,success,,5,0.630,7,33,Phase1
2025-10-25 20:55:39.693,601018_1d_1761396939693,601018,1d,183.230.224.15,7709,华西,success,,16,0.652,7,35,Phase1
2025-10-25 20:55:39.701,601002_1m_1761396939701,601002,1m,123.125.108.186,7709,华安,success,,800,0.661,7,5,Phase1
2025-10-25 20:55:39.706,601011_1m_1761396939706,601011,1m,122.224.69.248,7709,东北,success,,800,0.665,7,26,Phase1
