时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:56:01.933,001328_5m_1761396961933,001328,5m,121.37.169.248,7709,申万宏源,success,,5,0.086,6,2,Phase1
2025-10-25 20:56:02.006,001360_5m_1761396962006,001360,5m,103.251.85.91,7709,国泰,success,,5,0.157,6,36,Phase1
2025-10-25 20:56:02.038,001336_5m_1761396962038,001336,5m,109.244.14.19,7709,长城,success,,5,0.190,6,16,Phase1
2025-10-25 20:56:02.121,001331_5m_1761396962121,001331,5m,124.71.163.106,7709,华泰,success,,5,0.273,6,6,Phase1
2025-10-25 20:56:02.135,001338_1d_1761396962135,001338,1d,182.118.8.4,7709,中信,success,,16,0.287,6,21,Phase1
2025-10-25 20:56:02.150,001333_5m_1761396962150,001333,5m,114.141.177.44,7709,中信,success,,5,0.302,6,11,Phase1
2025-10-25 20:56:02.159,001360_1d_1761396962159,001360,1d,125.46.92.2,7709,中原,success,,16,0.311,6,35,Phase1
2025-10-25 20:56:02.176,001338_1m_1761396962176,001338,1m,39.174.175.136,7709,浙商,success,,800,0.328,6,23,Phase1
2025-10-25 20:56:02.183,001333_1d_1761396962183,001333,1d,101.133.231.193,7709,国信,success,,16,0.336,6,10,Phase1
2025-10-25 20:56:02.234,001333_1m_1761396962234,001333,1m,182.118.8.203,7709,长城,success,,800,0.387,6,12,Phase1
2025-10-25 20:56:02.238,001335_5m_1761396962238,001335,5m,124.95.141.23,7709,光大,success,,5,0.391,6,14,Phase1
2025-10-25 20:56:02.250,001339_5m_1761396962251,001339,5m,125.46.36.130,7709,中原,success,,5,0.403,6,25,Phase1
2025-10-25 20:56:02.262,001335_1d_1761396962262,001335,1d,14.17.75.96,7709,中泰,success,,16,0.415,6,13,Phase1
2025-10-25 20:56:02.269,001330_5m_1761396962269,001330,5m,120.76.1.198,7709,银河,success,,5,0.422,6,4,Phase1
2025-10-25 20:56:02.277,001356_5m_1761396962277,001356,5m,58.240.134.196,7709,南京,success,,5,0.430,6,28,Phase1
2025-10-25 20:56:02.287,001337_5m_1761396962287,001337,5m,58.63.252.110,7709,华安,success,,5,0.440,6,19,Phase1
2025-10-25 20:56:02.295,001359_1d_1761396962295,001359,1d,39.108.28.83,7709,招商,success,,16,0.448,6,32,Phase1
2025-10-25 20:56:02.304,001331_1d_1761396962304,001331,1d,218.106.92.182,7709,华林,success,,16,0.457,6,5,Phase1
2025-10-25 20:56:02.310,001328_1d_1761396962310,001328,1d,58.63.254.158,7709,财通,success,,16,0.464,6,0,Phase1
2025-10-25 20:56:02.320,001359_5m_1761396962320,001359,5m,61.143.3.198,7709,华林,success,,5,0.473,6,33,Phase1
2025-10-25 20:56:02.326,001358_5m_1761396962326,001358,5m,58.63.254.232,7709,申万宏源,success,,5,0.479,6,31,Phase1
2025-10-25 20:56:02.386,001331_1m_1761396962386,001331,1m,113.207.37.105,7709,西南,success,,800,0.539,6,7,Phase1
2025-10-25 20:56:02.446,001332_1m_1761396962446,001332,1m,117.34.114.30,7709,国泰君安,success,,800,0.599,6,9,Phase1
2025-10-25 20:56:02.448,001328_1m_1761396962448,001328,1m,182.131.3.247,7709,东兴,success,,800,0.601,6,1,Phase1
2025-10-25 20:56:02.452,001339_1m_1761396962452,001339,1m,123.125.108.213,7709,国泰,success,,800,0.605,6,26,Phase1
2025-10-25 20:56:02.495,001332_1d_1761396962495,001332,1d,182.118.47.168,7709,国泰,success,,16,0.648,6,8,Phase1
2025-10-25 20:56:02.499,001336_1m_1761396962499,001336,1m,182.140.239.185,7709,华西,success,,800,0.652,6,17,Phase1
2025-10-25 20:56:02.505,001358_1d_1761396962505,001358,1d,182.118.47.169,7709,国泰,success,,16,0.658,6,30,Phase1
2025-10-25 20:56:02.520,001339_1d_1761396962520,001339,1d,222.211.87.246,7709,信达,success,,16,0.673,6,24,Phase1
2025-10-25 20:56:02.528,001338_5m_1761396962528,001338,5m,27.151.2.36,7709,湘财,success,,5,0.681,6,22,Phase1
2025-10-25 20:56:02.544,001337_1m_1761396962544,001337,1m,120.203.73.228,7709,国盛,success,,800,0.697,6,20,Phase1
2025-10-25 20:56:02.553,001386_1d_1761396962553,001386,1d,121.37.169.248,7709,申万宏源,success,,3,0.548,6,2,Phase1
2025-10-25 20:56:02.601,001330_1m_1761396962601,001330,1m,123.125.108.89,7709,山西,success,,800,0.754,6,3,Phase1
2025-10-25 20:56:02.610,001356_1d_1761396962610,001356,1d,101.230.146.131,7709,东兴,success,,16,0.763,6,27,Phase1
2025-10-25 20:56:02.616,001337_1d_1761396962616,001337,1d,58.63.252.105,7709,华安,success,,16,0.769,6,18,Phase1
2025-10-25 20:56:02.629,001896_1m_1761396962629,001896,1m,109.244.14.19,7709,长城,success,,800,0.495,6,16,Phase1
2025-10-25 20:56:02.714,001356_1m_1761396962714,001356,1m,182.118.47.188,7709,国投,timeout,请求超时0.5s,0,0.867,6,29,Phase1
2025-10-25 20:56:02.718,001359_1m_1761396962718,001359,1m,218.6.198.219,7709,华西,timeout,请求超时0.5s,0,0.871,6,34,Phase1
2025-10-25 20:56:02.730,001335_1m_1761396962730,001335,1m,61.183.150.145,7709,长江,timeout,请求超时0.5s,0,0.883,6,15,Phase1
2025-10-25 20:56:02.741,002019_1d_1761396962741,002019,1d,39.174.175.136,7709,浙商,success,,16,0.421,6,23,Phase1
2025-10-25 20:56:02.755,002009_1d_1761396962755,002009,1d,124.71.163.106,7709,华泰,success,,16,0.521,6,6,Phase1
2025-10-25 20:56:02.763,002014_1d_1761396962763,002014,1d,114.141.177.44,7709,中信,success,,16,0.529,6,11,Phase1
2025-10-25 20:56:02.772,001400_1m_1761396962772,001400,1m,103.251.85.91,7709,国泰,success,,800,0.638,6,36,Phase1
2025-10-25 20:56:02.782,002011_1d_1761396962782,002011,1d,182.118.8.4,7709,中信,success,,16,0.548,6,21,Phase1
2025-10-25 20:56:02.815,002021_5m_1761396962815,002021,5m,101.133.231.193,7709,国信,success,,5,0.483,6,10,Phase1
2025-10-25 20:56:02.888,002032_1d_1761396962888,002032,1d,58.240.134.196,7709,南京,success,,16,0.502,6,28,Phase1
2025-10-25 20:56:02.899,002036_5m_1761396962899,002036,5m,58.63.254.158,7709,财通,success,,5,0.513,6,0,Phase1
2025-10-25 20:56:02.908,002033_1d_1761396962908,002033,1d,58.63.252.110,7709,华安,success,,16,0.522,6,19,Phase1
2025-10-25 20:56:02.913,002037_1d_1761396962913,002037,1d,61.143.3.198,7709,华林,success,,16,0.527,6,33,Phase1
2025-10-25 20:56:02.919,002038_1d_1761396962919,002038,1d,58.63.254.232,7709,申万宏源,success,,16,0.533,6,31,Phase1
2025-10-25 20:56:02.928,002030_1m_1761396962928,002030,1m,120.76.1.198,7709,银河,success,,800,0.542,6,4,Phase1
2025-10-25 20:56:02.934,002026_1m_1761396962934,002026,1m,182.118.8.203,7709,长城,success,,800,0.548,6,12,Phase1
2025-10-25 20:56:02.947,002034_5m_1761396962947,002034,5m,39.108.28.83,7709,招商,success,,5,0.561,6,32,Phase1
2025-10-25 20:56:02.960,002027_5m_1761396962960,002027,5m,124.95.141.23,7709,光大,success,,5,0.574,6,14,Phase1
2025-10-25 20:56:02.991,002035_1m_1761396962991,002035,1m,218.106.92.182,7709,华林,success,,800,0.605,6,5,Phase1
2025-10-25 20:56:03.000,002016_1d_1761396963000,002016,1d,125.46.92.2,7709,中原,success,,16,0.766,6,35,Phase1
2025-10-25 20:56:03.082,002060_5m_1761396963082,002060,5m,120.203.73.228,7709,国盛,success,,5,0.453,6,20,Phase1
2025-10-25 20:56:03.096,002055_1d_1761396963096,002055,1d,182.118.47.169,7709,国泰,success,,16,0.467,6,30,Phase1
2025-10-25 20:56:03.104,002058_5m_1761396963104,002058,5m,27.151.2.36,7709,湘财,success,,5,0.475,6,22,Phase1
2025-10-25 20:56:03.111,002053_1d_1761396963111,002053,1d,182.118.47.168,7709,国泰,success,,16,0.482,6,8,Phase1
2025-10-25 20:56:03.119,002062_5m_1761396963119,002062,5m,121.37.169.248,7709,申万宏源,success,,5,0.490,6,2,Phase1
2025-10-25 20:56:03.125,002054_1d_1761396963125,002054,1d,182.140.239.185,7709,华西,success,,16,0.496,6,17,Phase1
2025-10-25 20:56:03.182,002048_1m_1761396963182,002048,1m,182.131.3.247,7709,东兴,success,,800,0.683,6,1,Phase1
2025-10-25 20:56:03.198,002073_1m_1761396963198,002073,1m,109.244.14.19,7709,长城,success,,800,0.443,6,16,Phase1
