时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:37:30.519,600355_1d_1761395850519,600355,1d,221.131.136.194,7709,中信,success,,16,0.074,1,21,Phase1
2025-10-25 20:37:30.669,600361_1d_1761395850669,600361,1d,114.141.191.87,7709,光大,success,,16,0.223,1,35,Phase1
2025-10-25 20:37:30.691,600362_5m_1761395850691,600362,5m,183.201.231.85,7709,银河,success,,5,0.244,1,39,Phase1
2025-10-25 20:37:30.785,600358_1m_1761395850785,600358,1m,125.46.92.2,7709,中原,success,,800,0.339,1,29,Phase1
2025-10-25 20:37:30.793,600346_1d_1761395850793,600346,1d,101.37.103.255,7709,国海,success,,16,0.348,1,2,Phase1
2025-10-25 20:37:30.807,600354_5m_1761395850807,600354,5m,111.47.210.141,7709,长江,success,,5,0.362,1,19,Phase1
2025-10-25 20:37:30.814,600362_1d_1761395850814,600362,1d,153.3.253.68,7709,南京,success,,16,0.368,1,38,Phase1
2025-10-25 20:37:30.851,600348_5m_1761395850851,600348,5m,220.203.236.11,7709,国投,success,,5,0.406,1,5,Phase1
2025-10-25 20:37:30.856,600351_1m_1761395850856,600351,1m,112.45.28.4,7709,华西,success,,800,0.411,1,12,Phase1
2025-10-25 20:37:30.862,600356_5m_1761395850862,600356,5m,220.196.83.50,7709,东北,success,,5,0.417,1,25,Phase1
2025-10-25 20:37:30.869,600358_1d_1761395850869,600358,1d,123.125.108.56,7709,中银,success,,16,0.424,1,27,Phase1
2025-10-25 20:37:30.875,600360_1d_1761395850875,600360,1d,42.63.155.132,7709,南京,success,,16,0.429,1,33,Phase1
2025-10-25 20:37:30.880,600350_5m_1761395850880,600350,5m,61.139.133.16,7709,东北,success,,5,0.435,1,8,Phase1
2025-10-25 20:37:30.887,600359_5m_1761395850887,600359,5m,223.166.178.87,7709,光大,success,,5,0.441,1,31,Phase1
2025-10-25 20:37:30.892,600353_1d_1761395850892,600353,1d,221.204.31.37,7709,山西,success,,16,0.447,1,16,Phase1
2025-10-25 20:37:30.898,600351_5m_1761395850898,600351,5m,103.251.85.23,7709,国信,success,,5,0.453,1,11,Phase1
2025-10-25 20:37:30.908,600355_1m_1761395850908,600355,1m,109.244.73.13,7709,国信,success,,800,0.463,1,23,Phase1
2025-10-25 20:37:30.915,600348_1d_1761395850915,600348,1d,123.125.108.215,7709,天风,success,,16,0.470,1,4,Phase1
2025-10-25 20:37:30.929,600346_5m_1761395850929,600346,5m,123.125.108.101,7709,银河,success,,5,0.484,1,1,Phase1
2025-10-25 20:37:31.039,600354_1d_1761395851039,600354,1d,122.224.144.139,7709,浙商,success,,16,0.594,1,18,Phase1
2025-10-25 20:37:31.042,600346_1m_1761395851042,600346,1m,61.139.133.72,7709,东北,success,,800,0.597,1,3,Phase1
2025-10-25 20:37:31.049,600352_1m_1761395851049,600352,1m,114.141.177.123,7709,方正,success,,800,0.604,1,15,Phase1
2025-10-25 20:37:31.068,600361_1m_1761395851068,600361,1m,111.203.134.118,7709,银河,success,,800,0.622,1,37,Phase1
2025-10-25 20:37:31.072,600359_1d_1761395851072,600359,1d,120.86.124.116,7709,长江,success,,16,0.626,1,30,Phase1
2025-10-25 20:37:31.078,600352_1d_1761395851078,600352,1d,61.128.121.203,7709,申万宏源,success,,16,0.633,1,13,Phase1
2025-10-25 20:37:31.085,600350_1m_1761395851085,600350,1m,125.46.92.3,7709,中原,success,,800,0.640,1,9,Phase1
2025-10-25 20:37:31.091,600345_1m_1761395851091,600345,1m,58.252.166.228,7709,华林,success,,800,0.646,1,0,Phase1
2025-10-25 20:37:31.095,600360_5m_1761395851095,600360,5m,210.21.65.136,7709,中信,success,,5,0.649,1,34,Phase1
2025-10-25 20:37:31.103,600355_5m_1761395851103,600355,5m,1.14.223.155,7709,光大,success,,5,0.658,1,22,Phase1
2025-10-25 20:37:31.113,600361_5m_1761395851113,600361,5m,218.78.132.214,7709,南京,success,,5,0.667,1,36,Phase1
2025-10-25 20:37:31.118,600356_1m_1761395851118,600356,1m,182.131.3.234,7709,国盛,success,,800,0.673,1,26,Phase1
2025-10-25 20:37:31.153,600356_1d_1761395851153,600356,1d,61.128.111.197,7709,长江,success,,16,0.708,1,24,Phase1
2025-10-25 20:37:31.159,600358_5m_1761395851159,600358,5m,182.118.47.153,7709,东兴,success,,5,0.713,1,28,Phase1
2025-10-25 20:37:31.162,600350_1d_1761395851162,600350,1d,27.151.2.37,7709,中信,success,,16,0.717,1,7,Phase1
2025-10-25 20:37:31.184,600351_1d_1761395851184,600351,1d,183.60.224.177,7709,广发,success,,16,0.739,1,10,Phase1
2025-10-25 20:37:31.194,600371_5m_1761395851194,600371,5m,221.131.136.194,7709,中信,success,,5,0.525,1,21,Phase1
2025-10-25 20:37:31.211,600354_1m_1761395851211,600354,1m,182.118.47.169,7709,国泰,success,,800,0.766,1,20,Phase1
2025-10-25 20:37:31.219,600388_1m_1761395851219,600388,1m,183.201.231.85,7709,银河,success,,800,0.413,1,39,Phase1
2025-10-25 20:37:31.258,600386_1d_1761395851258,600386,1d,114.141.191.87,7709,光大,success,,16,0.452,1,35,Phase1
2025-10-25 20:37:31.264,600348_1m_1761395851264,600348,1m,182.118.47.171,7709,国盛,timeout,请求超时0.5s,0,0.819,1,6,Phase1
2025-10-25 20:37:31.279,600352_5m_1761395851280,600352,5m,220.178.55.86,7709,华林,timeout,请求超时0.5s,0,0.834,1,14,Phase1
2025-10-25 20:37:31.295,600359_1m_1761395851295,600359,1m,58.48.243.38,7709,长江,timeout,请求超时0.5s,0,0.849,1,32,Phase1
2025-10-25 20:37:31.323,600353_5m_1761395851323,600353,5m,182.140.239.184,7709,华西,timeout,请求超时0.5s,0,0.878,1,17,Phase1
2025-10-25 20:37:31.325,600398_1d_1761395851325,600398,1d,125.46.92.2,7709,中原,success,,16,0.474,1,29,Phase1
2025-10-25 20:37:31.329,600403_1d_1761395851329,600403,1d,111.47.210.141,7709,长江,success,,16,0.478,1,19,Phase1
