时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-26 00:30:11.162,600099_1d_1761409811162,600099,1d,115.28.252.213,7709,光大,success,,15,0.027,1,3,Phase1
2025-10-26 00:30:11.887,600131_1d_1761409811887,600131,1d,103.221.142.68,7709,国泰,success,,15,0.751,1,87,Phase1
2025-10-26 00:30:11.891,600119_1d_1761409811891,600119,1d,123.125.108.72,7709,申万宏源,success,,15,0.756,1,57,Phase1
2025-10-26 00:30:11.896,600132_1d_1761409811896,600132,1d,222.173.21.68,7709,中泰,success,,15,0.760,1,90,Phase1
2025-10-26 00:30:11.900,600101_5m_1761409811900,600101,5m,123.125.108.60,7709,东兴,success,,5,0.765,1,10,Phase1
2025-10-26 00:30:12.162,600103_1d_1761409812162,600103,1d,223.112.100.140,7709,长城,success,,15,1.027,1,12,Phase1
2025-10-26 00:30:12.165,600098_5m_1761409812165,600098,5m,119.97.142.166,7709,长江,success,,5,1.030,1,2,Phase1
2025-10-26 00:30:12.170,600110_5m_1761409812170,600110,5m,220.248.233.5,7709,国元,success,,5,1.035,1,34,Phase1
2025-10-26 00:30:12.176,600128_5m_1761409812176,600128,5m,101.226.11.206,7709,西南,success,,5,1.041,1,79,Phase1
2025-10-26 00:30:12.180,600106_5m_1761409812180,600106,5m,39.170.13.137,7709,财通,success,,5,1.045,1,22,Phase1
2025-10-26 00:30:12.185,600113_1d_1761409812185,600113,1d,123.125.28.66,7709,东兴,success,,15,1.050,1,39,Phase1
2025-10-26 00:30:12.188,600123_1d_1761409812188,600123,1d,182.118.47.138,7709,申万宏源,success,,15,1.053,1,66,Phase1
2025-10-26 00:30:12.193,600111_1d_1761409812193,600111,1d,123.125.108.213,7709,国泰,success,,15,1.058,1,36,Phase1
2025-10-26 00:30:12.249,600116_5m_1761409812249,600116,5m,182.118.47.143,7709,申万宏源,success,,5,1.114,1,49,Phase1
2025-10-26 00:30:12.253,600100_1m_1761409812253,600100,1m,39.170.87.73,7709,财通,success,,800,1.118,1,8,Phase1
2025-10-26 00:30:12.291,600106_1d_1761409812291,600106,1d,116.128.210.179,7709,国盛,success,,15,1.156,1,21,Phase1
2025-10-26 00:30:12.307,600107_1m_1761409812307,600107,1m,[2408:8734:3:200::124],7709,东北,success,,800,1.172,1,26,Phase1
2025-10-26 00:30:12.315,600110_1d_1761409812315,600110,1d,[2400:8200:8002:1900:b09f:443e:b097:fc71],7709,光大,success,,15,1.180,1,33,Phase1
2025-10-26 00:30:12.321,600119_5m_1761409812321,600119,5m,109.244.14.35,7709,中泰,success,,5,1.186,1,58,Phase1
2025-10-26 00:30:12.334,600135_5m_1761409812334,600135,5m,221.178.187.19,7709,国联,success,,5,1.198,1,97,Phase1
2025-10-26 00:30:12.340,600099_5m_1761409812340,600099,5m,124.95.141.8,7709,申万宏源,success,,5,1.205,1,4,Phase1
2025-10-26 00:30:12.344,600130_1d_1761409812344,600130,1d,123.125.108.187,7709,国元,success,,15,1.208,1,84,Phase1
2025-10-26 00:30:12.349,600129_1d_1761409812349,600129,1d,221.130.121.45,7709,国元,success,,15,1.214,1,81,Phase1
2025-10-26 00:30:12.354,600100_1d_1761409812354,600100,1d,[240e:688:400:40e::51],7709,东北,success,,15,1.219,1,6,Phase1
2025-10-26 00:30:12.359,600107_1d_1761409812359,600107,1d,[2408:863c:e01:1:3:0:0:13],7709,华泰,success,,15,1.224,1,24,Phase1
2025-10-26 00:30:12.363,600111_5m_1761409812363,600111,5m,114.141.177.37,7709,东方,success,,5,1.228,1,37,Phase1
2025-10-26 00:30:12.369,600098_1m_1761409812369,600098,1m,124.232.142.24,7709,光大,success,,800,1.234,1,1,Phase1
2025-10-26 00:30:12.376,600130_5m_1761409812376,600130,5m,114.28.169.159,7709,东兴,success,,5,1.240,1,85,Phase1
2025-10-26 00:30:12.381,600109_1d_1761409812381,600109,1d,61.133.215.86,7709,南京,success,,15,1.246,1,30,Phase1
2025-10-26 00:30:12.386,600129_5m_1761409812386,600129,5m,119.97.164.189,7709,国泰,success,,5,1.251,1,82,Phase1
2025-10-26 00:30:12.397,600111_1m_1761409812397,600111,1m,218.78.132.214,7709,南京,success,,800,1.262,1,38,Phase1
2025-10-26 00:30:12.401,600127_1d_1761409812401,600127,1d,[2408:860c:0:c000:192:168:166:12],7709,东方,success,,15,1.266,1,75,Phase1
2025-10-26 00:30:12.406,600103_5m_1761409812406,600103,5m,[2408:8652:a00:0:0:0:0:3001],7709,方正,success,,5,1.271,1,13,Phase1
2025-10-26 00:30:12.411,600114_5m_1761409812411,600114,5m,219.143.41.38,7709,东兴,success,,5,1.276,1,43,Phase1
2025-10-26 00:30:12.422,600137_5m_1761409812422,600137,5m,103.251.85.60,7709,天风,success,,5,1.283,1,103,Phase1
2025-10-26 00:30:12.427,600110_1m_1761409812427,600110,1m,111.23.148.73,7709,方正,success,,800,1.292,1,35,Phase1
2025-10-26 00:30:12.433,600100_5m_1761409812433,600100,5m,148.70.110.41,7709,国泰,success,,5,1.298,1,7,Phase1
2025-10-26 00:30:12.438,600131_5m_1761409812438,600131,5m,125.46.62.167,7709,中原,success,,5,1.302,1,88,Phase1
2025-10-26 00:30:12.442,600120_1d_1761409812442,600120,1d,111.235.157.13,7709,中信建投,success,,15,1.307,1,60,Phase1
2025-10-26 00:30:12.445,600116_1m_1761409812445,600116,1m,220.178.87.219,7709,华安,success,,800,1.310,1,50,Phase1
2025-10-26 00:30:12.451,600115_1m_1761409812451,600115,1m,109.244.14.59,7709,信达,success,,800,1.316,1,47,Phase1
2025-10-26 00:30:12.457,600119_1m_1761409812457,600119,1m,182.140.239.185,7709,华西,success,,800,1.322,1,59,Phase1
2025-10-26 00:30:12.460,600113_5m_1761409812460,600113,5m,[2400:8200:8001:0109:0001:0D03:0A52:28F6],7709,湘财,success,,5,1.325,1,40,Phase1
2025-10-26 00:30:12.464,600108_1d_1761409812464,600108,1d,101.67.164.203,7709,浙商,success,,15,1.329,1,27,Phase1
2025-10-26 00:30:12.466,600114_1d_1761409812466,600114,1d,14.17.75.98,7709,中泰,success,,15,1.331,1,42,Phase1
2025-10-26 00:30:12.467,600125_1d_1761409812467,600125,1d,111.47.10.68,7709,长江,success,,15,1.332,1,69,Phase1
2025-10-26 00:30:12.469,600120_5m_1761409812469,600120,5m,139.9.43.31,7709,国泰,success,,5,1.334,1,61,Phase1
2025-10-26 00:30:12.472,600126_1d_1761409812472,600126,1d,116.239.25.233,7709,太平洋,success,,15,1.337,1,72,Phase1
2025-10-26 00:30:12.473,600115_5m_1761409812474,600115,5m,45.116.35.251,7709,中信,success,,5,1.338,1,46,Phase1
2025-10-26 00:30:12.476,600117_1m_1761409812476,600117,1m,114.28.169.225,7709,国海,success,,800,1.341,1,53,Phase1
