时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:37:28.107,600073_1d_1761395848107,600073,1d,218.205.223.3,7709,东兴,success,,16,0.195,0,9,Phase1
2025-10-25 20:37:28.112,600081_1d_1761395848112,600081,1d,40.73.0.32,7709,红塔,success,,16,0.200,0,27,Phase1
2025-10-25 20:37:28.214,600072_5m_1761395848214,600072,5m,122.96.107.243,7709,华泰,success,,5,0.302,0,7,Phase1
2025-10-25 20:37:28.239,600085_5m_1761395848239,600085,5m,120.195.71.156,7709,华泰,success,,5,0.327,0,37,Phase1
2025-10-25 20:37:28.244,600075_5m_1761395848244,600075,5m,120.195.71.155,7709,华泰,success,,5,0.332,0,13,Phase1
2025-10-25 20:37:28.277,600088_5m_1761395848277,600088,5m,114.28.173.135,7709,国泰,success,,5,0.364,0,39,Phase1
2025-10-25 20:37:28.279,600084_1m_1761395848279,600084,1m,43.145.21.43,7709,招商,success,,800,0.367,0,35,Phase1
2025-10-25 20:37:28.283,600081_1m_1761395848283,600081,1m,139.196.1.132,7709,第一创业,success,,800,0.371,0,29,Phase1
2025-10-25 20:37:28.287,600076_5m_1761395848287,600076,5m,114.141.155.147,7709,东方财富,success,,5,0.375,0,16,Phase1
2025-10-25 20:37:28.291,600071_1d_1761395848291,600071,1d,221.12.170.169,7709,财通,success,,16,0.379,0,3,Phase1
2025-10-25 20:37:28.293,600075_1d_1761395848293,600075,1d,101.67.164.203,7709,浙商,success,,16,0.381,0,12,Phase1
2025-10-25 20:37:28.297,600084_1d_1761395848297,600084,1d,117.149.2.70,7709,中信,success,,16,0.385,0,33,Phase1
2025-10-25 20:37:28.307,600076_1d_1761395848307,600076,1d,218.106.80.15,7709,国元,success,,16,0.395,0,15,Phase1
2025-10-25 20:37:28.311,600084_5m_1761395848311,600084,5m,114.28.173.132,7709,国泰,success,,5,0.399,0,34,Phase1
