时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-26 00:30:24.547,603010_1d_1761409824547,603010,1d,111.15.15.43,7709,中信,success,,15,0.026,4,15,Phase1
2025-10-26 00:30:25.337,603006_5m_1761409825337,603006,5m,123.125.108.107,7709,国联,success,,5,0.817,4,4,Phase1
2025-10-26 00:30:25.496,603007_5m_1761409825496,603007,5m,103.221.142.73,7709,国泰,success,,5,0.975,4,7,Phase1
2025-10-26 00:30:25.512,603009_5m_1761409825512,603009,5m,202.108.254.67,7709,中信,success,,5,0.991,4,13,Phase1
2025-10-26 00:30:25.731,603033_1d_1761409825731,603033,1d,115.28.252.213,7709,光大,success,,15,1.210,4,79,Phase1
2025-10-26 00:30:25.742,603015_1d_1761409825742,603015,1d,125.46.36.132,7709,中原,success,,15,1.221,4,29,Phase1
2025-10-26 00:30:25.749,603011_5m_1761409825749,603011,5m,[2408:863c:e01:1:2:0:0:13],7709,华泰,success,,5,1.228,4,19,Phase1
2025-10-26 00:30:25.762,603035_1d_1761409825762,603035,1d,[240e:688:400:40e::51],7709,东北,success,,15,1.241,4,82,Phase1
2025-10-26 00:30:25.770,603019_1d_1761409825770,603019,1d,114.141.177.122,7709,湘财,success,,15,1.249,4,41,Phase1
2025-10-26 00:30:25.778,603009_1d_1761409825778,603009,1d,114.94.163.153,7709,中银,success,,15,1.257,4,12,Phase1
2025-10-26 00:30:25.791,603010_5m_1761409825791,603010,5m,114.28.171.23,7709,华安,success,,5,1.270,4,16,Phase1
2025-10-26 00:30:25.799,603020_1d_1761409825799,603020,1d,183.201.231.85,7709,银河,success,,15,1.278,4,44,Phase1
2025-10-26 00:30:25.815,603017_5m_1761409825815,603017,5m,120.195.71.156,7709,华泰,success,,5,1.294,4,36,Phase1
2025-10-26 00:30:25.823,603020_5m_1761409825823,603020,5m,114.80.63.78,7709,兴业,success,,5,1.302,4,45,Phase1
2025-10-26 00:30:25.830,603008_1d_1761409825830,603008,1d,221.236.29.36,7709,长江,success,,15,1.309,4,9,Phase1
2025-10-26 00:30:25.838,603040_1m_1761409825838,603040,1m,39.170.13.137,7709,财通,success,,800,1.317,4,98,Phase1
2025-10-26 00:30:25.847,603016_1d_1761409825847,603016,1d,125.46.62.168,7709,中原,success,,15,1.326,4,32,Phase1
2025-10-26 00:30:25.855,603032_1m_1761409825855,603032,1m,119.97.142.166,7709,长江,success,,800,1.334,4,78,Phase1
2025-10-26 00:30:25.863,603041_1m_1761409825863,603041,1m,103.221.142.72,7709,国泰,success,,800,1.342,4,101,Phase1
2025-10-26 00:30:25.873,603012_5m_1761409825873,603012,5m,125.46.62.164,7709,中原,success,,5,1.352,4,22,Phase1
2025-10-26 00:30:25.889,603030_1d_1761409825889,603030,1d,183.195.147.74,7709,申万宏源,success,,15,1.368,4,70,Phase1
2025-10-26 00:30:25.906,603018_5m_1761409825906,603018,5m,153.3.253.68,7709,南京,success,,5,1.384,4,39,Phase1
2025-10-26 00:30:25.920,603017_1m_1761409825920,603017,1m,221.131.139.228,7709,南京,success,,800,1.399,4,37,Phase1
2025-10-26 00:30:25.931,603036_5m_1761409825931,603036,5m,123.125.108.60,7709,东兴,success,,5,1.410,4,86,Phase1
2025-10-26 00:30:25.939,603023_1d_1761409825939,603023,1d,103.251.85.58,7709,华西,success,,15,1.418,4,53,Phase1
2025-10-26 00:30:25.947,603016_5m_1761409825947,603016,5m,117.34.114.17,7709,国泰君安,success,,5,1.426,4,33,Phase1
2025-10-26 00:30:25.955,603011_1d_1761409825955,603011,1d,114.28.171.10,7709,国元,success,,15,1.434,4,18,Phase1
2025-10-26 00:30:25.962,603007_1d_1761409825962,603007,1d,103.250.194.47,7709,申万宏源,success,,15,1.441,4,6,Phase1
2025-10-26 00:30:25.980,603013_1d_1761409825981,603013,1d,122.97.246.17,7709,国联,success,,15,1.459,4,24,Phase1
2025-10-26 00:30:25.985,603037_5m_1761409825985,603037,5m,223.112.100.140,7709,长城,success,,5,1.464,4,88,Phase1
2025-10-26 00:30:25.990,603030_5m_1761409825990,603030,5m,120.53.204.206,7709,招商,success,,5,1.469,4,71,Phase1
2025-10-26 00:30:25.995,603023_1m_1761409825995,603023,1m,[2408:8721:820:106:1:c06:a5a:11e0],7709,光大,success,,800,1.474,4,55,Phase1
2025-10-26 00:30:26.026,603015_5m_1761409826026,603015,5m,223.166.178.77,7709,光大,success,,5,1.505,4,30,Phase1
2025-10-26 00:30:26.032,603018_1m_1761409826032,603018,1m,114.141.177.123,7709,方正,success,,800,1.511,4,40,Phase1
2025-10-26 00:30:26.035,603012_1m_1761409826035,603012,1m,110.53.162.71,7709,方正,success,,800,1.514,4,23,Phase1
2025-10-26 00:30:26.042,603039_1d_1761409826042,603039,1d,124.71.132.248,7709,申万宏源,success,,15,1.521,4,93,Phase1
2025-10-26 00:30:26.047,603042_5m_1761409826047,603042,5m,101.67.164.203,7709,浙商,success,,4,1.522,4,103,Phase1
2025-10-26 00:30:26.054,603005_5m_1761409826054,603005,5m,122.112.132.185,7709,浙商,success,,5,1.534,4,2,Phase1
2025-10-26 00:30:26.059,603007_1m_1761409826059,603007,1m,101.230.126.29,7709,国投,success,,800,1.538,4,8,Phase1
2025-10-26 00:30:26.063,603020_1m_1761409826063,603020,1m,58.48.243.38,7709,长江,success,,800,1.542,4,46,Phase1
2025-10-26 00:30:26.068,603042_1d_1761409826068,603042,1d,[2408:8734:3:200::124],7709,东北,success,,11,1.547,4,102,Phase1
2025-10-26 00:30:26.073,603028_1d_1761409826073,603028,1d,117.149.2.70,7709,中信,success,,15,1.552,4,64,Phase1
