时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-27 21:36:03.471,600071_5m_1761572163471,600071,5m,103.251.85.196,7709,中泰,success,,2,0.887,1,49,Phase1
2025-10-27 21:36:03.475,600067_5m_1761572163475,600067,5m,182.118.47.187,7709,国海,success,,2,0.892,1,46,Phase1
2025-10-27 21:36:03.479,600063_1d_1761572163479,600063,1d,182.118.8.4,7709,中信,success,,6,0.897,1,36,Phase1
2025-10-27 21:36:03.489,600053_5m_1761572163489,600053,5m,[2409:871e:8f01:2031:192:168:166:12],7709,东方,success,,2,0.906,1,7,Phase1
2025-10-27 21:36:03.494,600062_1d_1761572163494,600062,1d,182.118.47.153,7709,东兴,success,,6,0.912,1,33,Phase1
2025-10-27 21:36:03.505,600082_1d_1761572163506,600082,1d,109.244.14.35,7709,中泰,success,,6,0.921,1,75,Phase1
2025-10-27 21:36:03.510,600058_5m_1761572163510,600058,5m,[2409:8720:e00:5:2:0:0:13],7709,华泰,success,,2,0.927,1,22,Phase1
2025-10-27 21:36:03.513,600085_5m_1761572163513,600085,5m,1.192.125.4,7709,中原,success,,2,0.929,1,82,Phase1
2025-10-27 21:36:03.516,600060_5m_1761572163516,600060,5m,120.199.2.123,7709,中信,success,,2,0.934,1,28,Phase1
2025-10-27 21:36:03.520,600056_5m_1761572163520,600056,5m,153.3.253.68,7709,南京,success,,2,0.938,1,16,Phase1
2025-10-27 21:36:03.525,600064_1m_1761572163525,600064,1m,[240e:688:200:4200:192:168:166:12],7709,东方,success,,800,0.943,1,41,Phase1
2025-10-27 21:36:03.552,600059_5m_1761572163552,600059,5m,120.195.71.155,7709,华泰,success,,2,0.970,1,25,Phase1
2025-10-27 21:36:03.561,600066_5m_1761572163561,600066,5m,103.221.142.67,7709,国泰,success,,2,0.979,1,43,Phase1
2025-10-27 21:36:03.564,600061_5m_1761572163564,600061,5m,114.28.169.14,7709,光大,success,,2,0.982,1,31,Phase1
2025-10-27 21:36:03.569,600076_1m_1761572163569,600076,1m,[2400:8200:8002:1800:3da5:6af9:3860:49b6],7709,中泰,success,,800,0.985,1,62,Phase1
2025-10-27 21:36:03.572,600078_1d_1761572163572,600078,1d,222.173.21.68,7709,中泰,success,,6,0.988,1,63,Phase1
2025-10-27 21:36:03.575,600051_1m_1761572163575,600051,1m,114.28.171.32,7709,东北,success,,800,0.992,1,1,Phase1
2025-10-27 21:36:03.578,600054_1m_1761572163578,600054,1m,120.199.2.122,7709,中信,success,,800,0.996,1,11,Phase1
2025-10-27 21:36:03.582,600071_1d_1761572163582,600071,1d,125.46.62.168,7709,中原,success,,6,0.999,1,48,Phase1
2025-10-27 21:36:03.585,600076_1d_1761572163585,600076,1d,123.125.108.110,7709,国金,success,,6,1.002,1,60,Phase1
2025-10-27 21:36:03.589,600053_1d_1761572163589,600053,1d,175.6.5.156,7709,光大,success,,6,1.007,1,6,Phase1
2025-10-27 21:36:03.593,600052_1d_1761572163593,600052,1d,103.251.85.87,7709,国元,success,,6,1.011,1,3,Phase1
2025-10-27 21:36:03.595,600084_5m_1761572163595,600084,5m,114.141.177.44,7709,中信,success,,2,1.012,1,79,Phase1
2025-10-27 21:36:03.600,600066_1m_1761572163600,600066,1m,[2408:8721:0820:0106:0001:0C06:0A5A:11E1],7709,国金,success,,800,1.017,1,44,Phase1
2025-10-27 21:36:03.604,600078_5m_1761572163604,600078,5m,139.159.214.78,7709,国泰,success,,2,1.020,1,64,Phase1
2025-10-27 21:36:03.607,600062_5m_1761572163607,600062,5m,[2408:8706:0:e400:1:c10:a56:ae4],7709,光大,success,,2,1.025,1,34,Phase1
2025-10-27 21:36:03.610,600064_1d_1761572163610,600064,1d,125.46.62.162,7709,中原,success,,6,1.028,1,39,Phase1
2025-10-27 21:36:03.615,600063_5m_1761572163615,600063,5m,125.46.92.4,7709,中原,success,,2,1.033,1,37,Phase1
2025-10-27 21:36:03.619,600073_1m_1761572163619,600073,1m,148.70.110.41,7709,国泰,success,,800,1.036,1,56,Phase1
2025-10-27 21:36:03.638,600080_5m_1761572163638,600080,5m,103.251.85.209,7709,中信建投,success,,2,1.055,1,70,Phase1
2025-10-27 21:36:03.644,600073_1d_1761572163644,600073,1d,125.46.92.6,7709,中原,success,,6,1.061,1,54,Phase1
2025-10-27 21:36:03.647,600079_5m_1761572163647,600079,5m,103.251.85.18,7709,国投,success,,2,1.064,1,67,Phase1
2025-10-27 21:36:03.651,600067_1d_1761572163651,600067,1d,103.251.85.90,7709,国泰,success,,6,1.069,1,45,Phase1
2025-10-27 21:36:03.654,600059_1m_1761572163654,600059,1m,183.236.222.75,7709,中信,success,,800,1.072,1,26,Phase1
2025-10-27 21:36:03.657,600089_5m_1761572163657,600089,5m,117.34.114.13,7709,国泰君安,success,,2,1.074,1,88,Phase1
