时间戳,任务ID,品种代码,周期,服务器IP,服务器Port,所属券商/机构,任务状态,错误信息,数据条数,耗时(秒),Worker ID,Connection ID,Phase
2025-10-25 20:37:32.716,600624_5m_1761395852716,600624,5m,121.37.169.248,7709,申万宏源,success,,5,0.178,7,24,Phase1
2025-10-25 20:37:32.861,600628_5m_1761395852861,600628,5m,109.244.14.35,7709,中泰,success,,5,0.323,7,30,Phase1
2025-10-25 20:37:32.898,600629_5m_1761395852899,600629,5m,103.251.85.87,7709,国元,success,,5,0.360,7,33,Phase1
2025-10-25 20:37:32.909,600622_1d_1761395852909,600622,1d,103.251.85.196,7709,中泰,success,,16,0.371,7,17,Phase1
2025-10-25 20:37:32.968,600630_5m_1761395852968,600630,5m,114.141.177.118,7709,银河,success,,5,0.430,7,36,Phase1
2025-10-25 20:37:32.980,600617_5m_1761395852980,600617,5m,47.109.68.139,7709,第一创业,success,,5,0.442,7,3,Phase1
2025-10-25 20:37:32.988,600619_5m_1761395852988,600619,5m,122.224.69.248,7709,东北,success,,5,0.450,7,9,Phase1
2025-10-25 20:37:32.994,600621_1d_1761395852994,600621,1d,123.125.108.79,7709,华西,success,,16,0.456,7,14,Phase1
2025-10-25 20:37:33.014,600617_1m_1761395853014,600617,1m,148.70.31.16,7709,国泰,success,,800,0.476,7,4,Phase1
2025-10-25 20:37:33.020,600616_5m_1761395853020,600616,5m,139.9.50.246,7709,国泰,success,,5,0.482,7,0,Phase1
2025-10-25 20:37:33.026,600629_1d_1761395853026,600629,1d,101.230.126.26,7709,国投,success,,16,0.488,7,32,Phase1
2025-10-25 20:37:33.035,600629_1m_1761395853035,600629,1m,27.151.2.123,7709,中信建投,success,,800,0.497,7,34,Phase1
2025-10-25 20:37:33.041,600628_1d_1761395853041,600628,1d,123.125.108.12,7709,首创,success,,16,0.503,7,29,Phase1
2025-10-25 20:37:33.048,600622_1m_1761395853048,600622,1m,101.226.11.206,7709,西南,success,,800,0.510,7,19,Phase1
2025-10-25 20:37:33.055,600628_1m_1761395853055,600628,1m,114.141.177.37,7709,东方,success,,800,0.517,7,31,Phase1
2025-10-25 20:37:33.061,600623_1m_1761395853061,600623,1m,117.141.119.78,7709,国海,success,,800,0.523,7,22,Phase1
2025-10-25 20:37:33.067,600624_1m_1761395853067,600624,1m,109.244.73.82,7709,国泰,success,,800,0.529,7,25,Phase1
2025-10-25 20:37:33.085,600633_5m_1761395853085,600633,5m,182.131.3.237,7709,申万宏源,success,,5,0.546,7,38,Phase1
2025-10-25 20:37:33.092,600626_1d_1761395853092,600626,1d,123.125.108.220,7709,西南,success,,16,0.554,7,26,Phase1
2025-10-25 20:37:33.098,600626_5m_1761395853098,600626,5m,112.51.30.203,7709,兴业,success,,5,0.560,7,27,Phase1
2025-10-25 20:37:33.107,600623_1d_1761395853107,600623,1d,120.76.1.198,7709,银河,success,,16,0.569,7,20,Phase1
2025-10-25 20:37:33.122,600630_1d_1761395853122,600630,1d,58.63.252.90,7709,国联,success,,16,0.584,7,35,Phase1
2025-10-25 20:37:33.146,600619_1m_1761395853146,600619,1m,183.201.253.78,7709,中泰,success,,800,0.608,7,10,Phase1
2025-10-25 20:37:33.153,600621_1m_1761395853153,600621,1m,103.251.85.200,7709,国泰,success,,800,0.615,7,16,Phase1
2025-10-25 20:37:33.163,600618_1m_1761395853163,600618,1m,58.63.254.239,7709,申万宏源,success,,800,0.625,7,7,Phase1
2025-10-25 20:37:33.184,600620_1d_1761395853184,600620,1d,222.180.170.147,7709,长城,success,,16,0.646,7,11,Phase1
2025-10-25 20:37:33.190,600630_1m_1761395853190,600630,1m,117.175.57.167,7709,天风,success,,800,0.652,7,37,Phase1
2025-10-25 20:37:33.199,600626_1m_1761395853199,600626,1m,117.175.57.164,7709,申万宏源,success,,800,0.660,7,28,Phase1
2025-10-25 20:37:33.206,600622_5m_1761395853206,600622,5m,218.6.198.221,7709,华西,success,,5,0.667,7,18,Phase1
2025-10-25 20:37:33.212,600619_1d_1761395853212,600619,1d,114.80.63.78,7709,兴业,success,,16,0.673,7,8,Phase1
2025-10-25 20:37:33.220,600623_5m_1761395853220,600623,5m,171.34.139.44,7709,国盛,success,,5,0.681,7,21,Phase1
2025-10-25 20:37:33.239,600618_5m_1761395853239,600618,5m,125.46.62.165,7709,中原,success,,5,0.700,7,6,Phase1
2025-10-25 20:37:33.248,600618_1d_1761395853248,600618,1d,182.118.8.203,7709,长城,success,,16,0.709,7,5,Phase1
2025-10-25 20:37:33.283,600621_5m_1761395853283,600621,5m,218.104.185.71,7709,长城,success,,5,0.744,7,15,Phase1
2025-10-25 20:37:33.294,600620_1m_1761395853294,600620,1m,116.239.25.233,7709,太平洋,success,,800,0.755,7,13,Phase1
2025-10-25 20:37:33.348,600655_1m_1761395853348,600655,1m,121.37.169.248,7709,申万宏源,success,,800,0.486,7,24,Phase1
2025-10-25 20:37:33.360,600616_1m_1761395853360,600616,1m,175.6.5.158,7709,山西,success,,800,0.821,7,2,Phase1
2025-10-25 20:37:33.430,600661_1d_1761395853430,600661,1d,109.244.14.35,7709,中泰,success,,16,0.461,7,30,Phase1
2025-10-25 20:37:33.438,600663_1d_1761395853438,600663,1d,103.251.85.87,7709,国元,success,,16,0.457,7,33,Phase1
2025-10-25 20:37:33.468,600665_1m_1761395853468,600665,1m,103.251.85.196,7709,中泰,success,,800,0.473,7,17,Phase1
2025-10-25 20:37:33.481,600620_5m_1761395853481,600620,5m,218.6.170.87,7709,华西,timeout,请求超时0.5s,0,0.941,7,12,Phase1
2025-10-25 20:37:33.485,600624_1d_1761395853485,600624,1d,103.251.85.201,7709,国泰,timeout,请求超时0.5s,0,0.946,7,23,Phase1
2025-10-25 20:37:33.492,600617_1d_1761395853492,600617,1d,47.107.23.229,7709,国海,timeout,请求超时0.5s,0,0.953,7,1,Phase1
2025-10-25 20:37:33.583,600673_1m_1761395853583,600673,1m,114.141.177.118,7709,银河,success,,800,0.534,7,36,Phase1
2025-10-25 20:37:33.589,600675_1m_1761395853589,600675,1m,122.224.69.248,7709,东北,success,,800,0.540,7,9,Phase1
